ML_USE,GCS_FILE_PATH,LABEL
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/26f784f0-b392-4075-9865-055e845e9170___FREC_Pwd.M 4473.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/2bdc3e10-2225-46b7-9808-ff6d9553901a___RS_L.Scorch 1543.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/9ccb00a6-1542-4b0e-bd90-e7f1ff10e7f7___RS_LB 3058.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/ece7b2cf-6c7f-4616-a1d1-eb4061ae9a45___JR_HL 4119.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/71f1ee92-e98d-41e7-b129-2f9c97331f97___JR_HL 9869.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/324c0529-3992-4015-91f2-1f8c8b87940f___FREC_Pwd.M 0323.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___healthy/e25be174-f4b9-453e-9287-faae83c62ff4___RS_HL 2025.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Potato___Early_blight/cfd3112d-e376-4b82-bc06-de0bfba0ab41___RS_Early.B 8389.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/35a85e44-5398-4e77-928f-f268246c62f4___FREC_Pwd.M 4788.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/73d0be73-8a51-417a-ac46-67a37462efa3___RS_LB 4457.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/04e83ad6-5456-4b00-a293-5537b708950c___FREC_Pwd.M 4928.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/523bfb48-39b8-4267-ade3-b457a91fbe46___FREC_Pwd.M 5088.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/5ebe5b4f-c3e3-435d-b2d5-49fa1002dbaa___RS_LB 2955.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/83fe881f-22b2-422d-970f-c43f0c7bfcad___RS_L.Scorch 1541.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Strawberry___healthy/f0a6a862-b797-416e-8303-8f45a5d3afc4___RS_HL 4630.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/66175365-07ce-4b17-af32-5eb54e2266b5___FREC_Pwd.M 4853.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/1634e251-6b10-4531-9df2-9f231cb7e047___RS_L.Scorch 0918.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/02cd135e-0ef2-45ec-b77d-a329b68cbea7___RS_L.Scorch 0080.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/4324e62b-d7e0-4caa-a417-5eb3dd8712ee___RS_LB 5452.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/8797bc6a-f738-4caf-9569-797fdf28cd24___RS_LB 2903.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/7c249f1b-15d5-4424-91cd-58b52e01cfdb___RS_L.Scorch 1141.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/b37f183b-a1cb-4301-ab48-f9d6a3e46e0f___FREC_Pwd.M 4799.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/22ec5a13-b81a-430c-aae5-86c46eb7f091___RS_L.Scorch 0862.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Early_blight/63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/c4c1c25f-0594-4c81-a1e0-a609ee1f0808___RS_LB 2653.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/9f0ba943-edb9-4b68-8e4b-7eb97833b131___RS_L.Scorch 1461.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/dcefd563-296e-4dce-a4b1-b6e8cc488b0a___RS_L.Scorch 1120.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/8692ff0d-260b-4fb9-9598-efa91456c2bd___RS_LB 5438.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/2377f6d5-3660-4b5a-b5b3-eea448e7a143___RS_LB 2729.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/5e4d4035-89da-4096-a74d-bc45770d80a4___RS_L.Scorch 0997.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/80e39105-97cd-4368-9e3a-b5498ae1c0a2___RS_LB 4474.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/94b1d6ee-1dce-413a-beb9-23e024d5cf11___FREC_Pwd.M 4760.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/58d680f4-c586-47d0-98a6-0e89ad4f8ff2___FREC_Pwd.M 0401.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/40a66eb2-5cf5-44d2-8ce2-7a7e4321295a___JR_HL 4083.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/f7bbae6e-df8d-4f2a-b8b8-52c94d9bf2b5___RS_LB 3212.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/a1523281-33d2-4cc4-910a-3d614a4cd085___RS_LB 2816.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___healthy/750584fd-72e0-45c8-b37c-97208bd559cc___RS_HL 1885.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/1362d69c-5a63-4c71-97e9-1df4140ffa42___JR_HL 9662.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Early_blight/094fbf4c-da00-4037-82af-03e712d8db47___RS_Early.B 6908.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/e8040f51-18ed-43ec-9fa3-b5eb972f4fec___RS_LB 2527.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/70bab855-a953-4713-bd17-fd45933c90a0___JR_HL 9667.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/84655bff-19e3-4433-9cd6-d7f330dd7083___RS_L.Scorch 1425.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/ea06da1e-81c9-4e2e-8266-1f3d56914ff3___RS_LB 2701.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/acf05b32-0d7e-423c-96b2-f78b6fdf975d___RS_LB 5309.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/8118be5a-94c0-4ca9-ae78-ad7a0ccbdc8a___RS_L.Scorch 1434.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/265e6ba0-bc39-4766-86ad-953bf1d5567b___JR_HL 9438.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Strawberry___healthy/7cec5131-85c7-498f-87e3-63e4fa847094___RS_HL 1834.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/465669d7-b75c-4aab-8ccc-af3566baf2e3___RS_LB 4985.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/aed890d7-234c-4f7b-a9f4-7e30c1275467___JR_HL 3975.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/19393f68-e96c-4c93-b4d1-39e1c54e53b1___RS_LB 4051.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/1defd277-6394-4049-895d-470f1e27e189___RS_Early.B 8931.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/78d75cc6-54e0-469d-ade8-d67d1752872a___RS_HL 2018.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Potato___Early_blight/b09e0cba-0564-4dde-a90d-3c0d90d6336e___RS_Early.B 7776.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___healthy/77c75478-e1f0-4aaa-9cbc-af1fed928a74___RS_HL 1748.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/b9d90cb8-7c25-4378-8d8b-84bdd89fc276___FREC_Pwd.M 0444.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/7bc96ca4-67f9-45c7-934e-b2d7f1bd36d3___JR_HL 4185.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/1de4d428-5a02-4774-811c-1634acc7a5f6___JR_HL 4216.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/d01b2206-84b5-41f6-9a40-b238282940bd___RS_LB 2631.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/4a11d51c-32a7-41b1-b089-8caf4c467b02___RS_HL 4815.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/23e08ad8-dc78-4b12-bb24-8fb2eec6065d___FREC_Pwd.M 4827.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/18dd1c4b-ea49-49b7-9334-ad61763babd4___JR_HL 4297.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/1a68ab56-2000-4d7a-ad4a-88d300104b7d___RS_LB 2594.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/4d5733cd-e68e-4fd8-9587-aaaf9502934b___RS_HL 4466.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/97fc0a8d-280a-44e2-811d-71419f9a5526___RS_L.Scorch 1277.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/6b5b0495-3fa5-4da0-894b-3a0ec775a0fd___RS_L.Scorch 1233.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/9b15b47c-53e0-4873-b51c-d2b6e316d56c___JR_HL 4180.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/854a1985-0856-41a9-9f9a-2e1a5822e07c___FREC_Pwd.M 5079.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/3529b269-2742-4591-ac4a-7560b2257080___RS_L.Scorch 0985.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/21d8b66f-1ea5-48ad-92e2-9f708a969b7f___RS_LB 4097.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/d378a0c5-d275-44a4-9f00-f7f180270f4d___RS_LB 2781.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/a6421f2e-fa46-45a6-9f1b-64b60cde096a___FREC_Pwd.M 4743.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/35c3e2fe-7b97-4137-adc6-aada45306425___RS_LB 4123.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/f0d8204d-af72-4027-82d3-a91a889a6b7d___RS_HL 4694.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/50c95fbd-1d28-47e6-9206-57b601abfa43___RS_L.Scorch 0078.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/2d2e27fa-2a4e-4d04-8d87-2b65a97720fc___RS_L.Scorch 1452.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/ad2396a9-306e-4ca9-88dc-56b2bde77c6b___RS_LB 2755.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/2b982641-10ea-4426-874f-509e6377ff59___RS_Early.B 7663.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/3de47a70-4a74-462f-8b56-2088507be4ef___RS_Early.B 8832.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___healthy/c07db642-c675-4066-99b6-56bc8207fb37___RS_HL 4164.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/d9df7ba0-fe57-45f3-871a-9d1c87117d2e___FREC_Pwd.M 4648.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/939a9a98-cbc9-4b83-bb47-395f26d7fddd___RS_LB 4293.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/ec4e730c-02c1-4b4e-b9fc-9387e2f30a8a___RS_Early.B 7701.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/3c233862-81bf-4d35-a9df-7855e32df9f7___FREC_Pwd.M 4912.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Early_blight/907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/c16c072d-4a26-4184-8844-ec6eeac1bd5a___RS_L.Scorch 1319.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Early_blight/21ca5caf-147b-4a1a-a2da-edfc1c81b62e___RS_Early.B 8926.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/abf1a32b-a125-44f8-aadc-79b2d5d3b4a2___FREC_Pwd.M 5127.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/de13aaa8-a3bb-45bc-946a-703b22016935___RS_L.Scorch 0845.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/cf4c72b5-0d99-4bc8-a6df-ff734cf5ba02___JR_HL 9509.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/e69ac631-b4b7-40a0-ba3f-beba04b4de97___FREC_Pwd.M 4562.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Early_blight/82611670-959a-401b-8ed0-4b4fdad5679e___RS_Early.B 8003.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/70b8c0ad-be72-4f3f-84ba-7439f83b089b___RS_LB 4446.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/4699d1d8-f931-4b1c-8fd4-03a58350a86d___RS_Early.B 8972.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/35621849-08fd-442a-a94e-139b2657106e___RS_LB 4055.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/1d466431-007d-4b3b-bd45-b09f1a6f7bad___RS_Early.B 8932.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/7a4371b2-72c6-414e-b73e-6e4b4adab72f___RS_LB 3289.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/35166a03-4a2c-494b-8ca9-b5224edde194___RS_HL 1991.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/e85d24e4-9a7b-42cb-95fe-d76ca9d86180___FREC_Pwd.M 4930.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/cf7647c6-0ec6-42d0-8885-b9f7697be34b___FREC_Pwd.M 4931.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/cf125685-f590-41e7-9b04-836d2222b263___FREC_Pwd.M 4656.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/1e3e04cc-3778-4d78-b8f9-d60faa0534b0___RS_LB 5246.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/288fa688-aee7-445a-9a90-427969c7fdb4___RS_HL 4456.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/5275bc15-41ca-481d-a3af-c347b861985a___RS_L.Scorch 1148.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Early_blight/8df7a062-73d6-468e-8354-baa641dd69b3___RS_Early.B 7072.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/c7003e27-49fe-4b61-a6d2-a72c7595f297___JR_HL 9893.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___healthy/03da9931-e514-4cc7-b04a-8f474a133ce5___RS_HL 1830.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/6033f0b2-48e7-411c-a39b-86297f412c19___RS_LB 4020.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/b607d594-ef1d-4cea-8638-48fcf971a748___RS_L.Scorch 9923.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Early_blight/25642761-2905-48af-b8da-1064a0f6b876___RS_Early.B 6831.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/161f9887-e025-4980-a2c3-811067f4b546___JR_HL 9698.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/6463a976-e8e1-4698-8044-c1b6db0ef5ee___RS_LB 4741.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___healthy/3edf7c3f-73e0-439c-870d-76cfd7c3bc45___RS_HL 1859.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Strawberry___healthy/fd530597-32df-4d80-bae0-4af7a8ebcb92___RS_HL 4771.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/c63d5cca-9639-4d42-88c4-13572afa1dda___RS_LB 2747.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/8f634ae3-010a-4a08-aae9-2aa43bc73a0a___RS_LB 4069.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/df8ae90b-7bb7-4e17-bc88-20c58ea9e82b___FREC_Pwd.M 4696.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/c632b029-5bf6-4c07-b57d-e32e78bf270b___RS_L.Scorch 1518.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/4eaf1f96-f7f4-4a92-ba67-0147de20ab72___RS_LB 4830.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/31290247-3f4f-445d-8bad-20d7dccbf979___RS_Early.B 7019.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/3e379b4f-29dd-4f14-86e6-11fa37cf3ae9___RS_LB 4789.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/98efaa2d-7587-48e8-8c19-4f7483e395cb___RS_Early.B 6982.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/54eebf69-9501-4f9e-b923-1ef61f31d93c___RS_Early.B 7098.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/a00c665f-2c4b-42b1-9e36-a77a129c79da___FREC_Pwd.M 0301.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/2a0727c6-24d9-4d20-89ed-51bbd36a4b5a___RS_LB 2987.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/c653b79e-4f42-4a9e-8c5c-7a85483a3c29___RS_Early.B 9108.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/1d0abac2-181a-4522-b21b-bca85f79cac9___RS_L.Scorch 0861.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/69f4388a-774e-450b-88ae-40e21ebe18d9___JR_HL 4040.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/0e74a030-4b86-4c3f-8944-31e68d1911ba___JR_HL 4016.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Strawberry___healthy/62229adb-1069-4622-8474-7468c668ca16___RS_HL 1637.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/6a7e0e50-2727-44de-b428-74379f373519___FREC_Pwd.M 4485.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Early_blight/ea403e5a-34b3-4b06-a94d-65ad2e78831f___RS_Early.B 8136.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/a9d9b490-8493-42b5-93db-0ddf26ea7641___FREC_Pwd.M 4735.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/d78c58b2-c9d1-43f2-8b18-4455855c0f1f___RS_LB 3288.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/a896e0bb-67a4-4762-b74a-1c58b14622b0___RS_LB 5013.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/b86274d3-554a-495d-8304-76484e3c4d15___RS_LB 4442.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/31b2a640-4063-41f1-97c5-03ceca0ce131___RS_LB 5439.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/0441138d-5f9f-4ede-ab9a-49edabc605b3___RS_LB 4235.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/edc5f476-dd30-4fab-a8a1-71faf6210420___RS_Early.B 7315.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/d0719ccc-a4c3-406e-bf73-94115fefde12___RS_Early.B 8569.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/6b72d21f-535c-4a76-a0f2-6c0f4c18997d___FREC_Pwd.M 4600.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Early_blight/0ddd62cd-a999-4d58-a8f1-506e1004a595___RS_Early.B 8041.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Strawberry___healthy/b938a735-b7a3-463d-b5b9-3bfd7041fe51___RS_HL 1844.JPG,Strawberry___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/3ce5d5e5-3f64-45d2-b7ca-1b6d7141e5d8___RS_L.Scorch 1586.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/47c3230c-dc1e-4787-a533-2b5afc0cdffa___JR_HL 9491.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/771dd036-852e-4e99-83c4-900bf47f2204___RS_L.Scorch 1018.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/d879aaf6-d557-4607-b7a0-ecbb3761f152___RS_LB 4723.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Potato___Early_blight/ef5b06f0-4c81-4e47-9ec3-499af1571d9e___RS_Early.B 8455.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/c3e967fe-1cb1-4891-a072-6469a0d040f2___JR_HL 9757.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Early_blight/16133ed7-f960-44a5-bd03-8e665e777363___RS_Early.B 7504.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Potato___Late_blight/a6f75dd1-c290-4116-be6a-e3c94e40aa2a___RS_LB 3265.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/56a9ffe5-ea20-41de-b40f-c6970f54fab4___FREC_Pwd.M 4837.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/053340db-a887-46bf-99d3-367b8175efd3___FREC_Pwd.M 4938.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Early_blight/73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,Potato___Early_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/cf616072-4062-498e-b524-a1705681351f___JR_HL 9868.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___healthy/8583c4ff-2d8b-4b6f-89a8-fcc98917ce9b___RS_HL 1961.JPG,Potato___healthy
training,gs://grupo03-ml00/data/Potato___Late_blight/f477f5a9-90cf-416b-8a3d-782ea2365c9f___RS_LB 3884.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Strawberry___Leaf_scorch/82e90e0f-5a50-4e12-81ee-ec8cd13fc678___RS_L.Scorch 0924.JPG,Strawberry___Leaf_scorch
training,gs://grupo03-ml00/data/Potato___Late_blight/4885a2b1-fc77-4b1a-ad55-3fa4b3fe4e1e___RS_LB 4425.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/d46523ec-cfbe-42dd-a60e-79e2e58598bd___FREC_Pwd.M 4506.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Cherry_(including_sour)___Powdery_mildew/4d8dadf9-1b3d-49d1-a8f2-eaf5ccaef559___FREC_Pwd.M 0433.JPG,Cherry_(including_sour)___Powdery_mildew
training,gs://grupo03-ml00/data/Potato___Late_blight/b64e4518-147a-4a75-9f9b-33db8902aa12___RS_LB 3202.JPG,Potato___Late_blight
training,gs://grupo03-ml00/data/Cherry_(including_sour)___healthy/ba608f02-a6ab-4944-86a6-3ef5b2d4aa1b___JR_HL 9502.JPG,Cherry_(including_sour)___healthy
training,gs://grupo03-ml00/data/Potato___Early_blight/eec2262a-d16b-42e1-99bd-6891ef392988___RS_Early.B 7085.JPG,Potato___Early_blight
